"student_info_id","lesson_id","height","weight","foot_size","age","gender","name"
300,184,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,장승호
301,184,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,고트승민
302,184,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,최민호
303,184,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,카르바할
304,185,HEIGHT_ABOVE_180CM,WEIGHT_ABOVE_100KG,280,FORTIES,MALE,ㄱ
305,186,HEIGHT_150CM_TO_159CM,WEIGHT_50KG_TO_59KG,250,TWENTIES,FEMALE,ㄷ
306,187,HEIGHT_170CM_TO_179CM,WEIGHT_60KG_TO_69KG,260,TWENTIES,MALE,고승민
307,188,HEIGHT_170CM_TO_179CM,WEIGHT_60KG_TO_69KG,260,TWENTIES,MALE,승민
308,189,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,장승호
309,189,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,고트승민
310,189,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,최민호
311,189,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,270,PRESCHOOL_CHILD,MALE,카르바할
320,198,HEIGHT_ABOVE_180CM,WEIGHT_ABOVE_100KG,270,SIXTIES_OVER,MALE,준석
321,199,HEIGHT_ABOVE_180CM,WEIGHT_UNDER_40KG,300,SIXTIES_OVER,FEMALE,ㅎㅎ
322,200,HEIGHT_170CM_TO_179CM,WEIGHT_50KG_TO_59KG,270,TWENTIES,MALE,최지찬
323,201,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,210,ELEMENTARY,MALE,승민
324,202,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,200,PRESCHOOL_CHILD,MALE,승민2
325,203,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,200,PRESCHOOL_CHILD,MALE,승민3
326,204,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,200,PRESCHOOL_CHILD,MALE,승인4
327,205,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,200,PRESCHOOL_CHILD,MALE,승민5
328,206,HEIGHT_150CM_TO_159CM,WEIGHT_50KG_TO_59KG,240,MIDDLE_HIGH,MALE,승민6
329,207,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,200,PRESCHOOL_CHILD,MALE,승민
330,208,HEIGHT_ABOVE_180CM,WEIGHT_ABOVE_100KG,300,SIXTIES_OVER,FEMALE,빅맘
331,208,HEIGHT_170CM_TO_179CM,WEIGHT_70KG_TO_79KG,280,THIRTIES,MALE,샹크으
332,208,HEIGHT_ABOVE_180CM,WEIGHT_ABOVE_100KG,230,FORTIES,MALE,그라가스
333,209,HEIGHT_ABOVE_180CM,WEIGHT_ABOVE_100KG,270,SIXTIES_OVER,MALE,헹
334,211,HEIGHT_160CM_TO_169CM,WEIGHT_50KG_TO_59KG,240,TWENTIES,FEMALE,슬기
335,212,HEIGHT_160CM_TO_169CM,WEIGHT_50KG_TO_59KG,240,TWENTIES,FEMALE,슬기
336,213,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,200,PRESCHOOL_CHILD,MALE,"1"
337,214,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,200,PRESCHOOL_CHILD,FEMALE,"1"
338,214,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,100,PRESCHOOL_CHILD,FEMALE,ㄴㅁ
339,214,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,300,PRESCHOOL_CHILD,MALE,ㄴㄴ
340,215,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,200,FIFTIES,MALE,ㄸ
341,215,HEIGHT_160CM_TO_169CM,WEIGHT_90KG_TO_99KG,290,FIFTIES,FEMALE,다다
342,215,HEIGHT_160CM_TO_169CM,WEIGHT_UNDER_40KG,270,SIXTIES_OVER,FEMALE,개개
343,216,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,100,PRESCHOOL_CHILD,MALE,ㅂ
344,217,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,100,PRESCHOOL_CHILD,FEMALE,"1"
345,218,HEIGHT_140CM_TO_149CM,WEIGHT_ABOVE_100KG,260,ELEMENTARY,MALE,대대
346,218,HEIGHT_170CM_TO_179CM,WEIGHT_UNDER_40KG,300,PRESCHOOL_CHILD,MALE,ㅕ뎓
347,219,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,100,PRESCHOOL_CHILD,MALE,"1"
348,220,HEIGHT_UNDER_140CM,WEIGHT_UNDER_40KG,100,PRESCHOOL_CHILD,MALE,"1"
349,221,HEIGHT_UNDER_140CM,WEIGHT_50KG_TO_59KG,270,ELEMENTARY,MALE,ㄷㅇ
